,time,r,l,r_peak,r_trough,l_peak,l_trough
1,33.333333333333336,11.237673269270603,8.463116867123082,,,,
2,66.66666666666667,16.718480887511788,9.458635788034018,,,,
3,100.0,48.57118517150388,27.92583207383592,,,,
4,133.33333333333334,79.36752154214098,54.58025267441891,True,,,
5,166.66666666666669,76.44717712681705,65.948276371986,,,True,
6,200.0,47.13055188592306,31.354256713828192,,,,
7,233.33333333333334,9.923676878082729,8.65943292365261,,,,
8,266.6666666666667,8.354908108433152,8.040081625895839,,True,,True
9,333.2888888888889,44.5136238491372,22.240673704741308,,,,
10,366.6111111111111,66.55481807378169,51.959085825125904,True,,,
11,399.93333333333334,63.58126958580941,66.6308879875343,,,True,
12,433.2555555555556,33.523474110500004,27.07013218805747,,,,
13,466.57777777777784,10.282047091742669,10.482983894713156,,,,
14,499.90000000000003,9.74698007409516,8.748554649795839,,True,,True
15,533.2222222222223,21.236232069229928,9.820754834848149,,,,
16,566.5444444444445,50.27080898554175,29.615452680870664,,,,
17,599.8666666666667,58.561070569464945,55.03316944209766,True,,True,
18,633.1888888888889,37.27503119730846,40.70854586151631,,,,
19,666.5111111111112,8.232677159212573,8.417162951729662,,True,,True
20,699.8333333333334,9.164993374146732,9.376265838245645,,,,
21,733.1555555555556,11.416669089185442,10.95341251367728,,,,
22,766.4777777777778,43.99328498558974,21.871386624489595,,,,
23,799.8000000000001,69.98292954161498,47.55489094390354,,,,
24,833.1222222222223,77.29308881501797,61.30951051035635,True,,True,
25,866.4444444444445,52.06802212791278,23.4792410063764,,,,
26,899.7666666666668,18.40882576480917,9.767954695092325,,,,
27,933.088888888889,9.021657103122145,9.376265838245645,,True,,
28,966.4111111111112,15.107627394904155,8.417162951729662,,,,True
29,999.7333333333333,49.3843341024554,23.330094806493857,,,,
30,1033.0555555555557,68.60353201809973,46.63247343019587,True,,True,
31,1066.488888888889,47.70777568667722,32.49625546788807,,,,
32,1099.8111111111111,10.884157317925963,6.688265506492619,,,,True
33,1133.1333333333332,8.627793023406563,7.627491153450203,,True,,
34,1166.4555555555555,10.239704919716557,8.215059385257959,,,,
35,1199.7777777777778,40.33889744845523,11.706535551061377,,,,
36,1233.1000000000001,66.04148083168417,35.710998009121326,True,,,
37,1266.4222222222224,63.35537048161854,55.51733126182234,,,True,
38,1299.7444444444445,30.695533643554125,29.126853319921373,,,,
39,1333.0666666666666,9.021657103122145,10.58118729342079,,True,,
40,1366.388888888889,9.212276542858442,9.053574604251851,,,,
41,1399.7111111111112,13.09465346284859,8.524003384994653,,,,True
42,1433.0333333333333,44.79901209213849,22.76919319298698,,,,
43,1466.3555555555556,68.28190490380169,46.61860915950734,True,,,
44,1499.677777777778,60.777010783899286,53.691855323944836,,,True,
45,1533.0000000000002,24.756599336679336,14.319473405540698,,,,
46,1566.3222222222223,8.876006434454348,9.594347683543715,,,,
47,1599.6444444444444,8.761048677637476,7.745232265554791,,True,,True
48,1633.0777777777778,22.091902048787844,8.277770672356898,,,,
49,1666.4,58.40506261968203,36.73182367873788,,,,
50,1699.7222222222224,81.47979674333547,56.851962389643106,True,,True,
51,1733.0444444444447,69.7985100542476,54.80717891319551,,,,
52,1766.3666666666666,28.03225616949532,12.08689299884025,,,,
53,1799.6888888888889,9.29054707890466,10.482983894713156,,True,,
54,1833.0111111111112,9.687364957831045,11.52847900657305,,,,
55,1866.3333333333335,22.833338178370884,9.376265838245649,,,,True
56,1899.6555555555556,54.805296868168774,31.366624444260072,,,,
57,1932.9777777777779,69.1104123476253,52.41491947356577,True,,True,
58,1966.3000000000002,50.14389143192097,27.13691323238082,,,,
59,1999.6222222222225,16.36831682856074,7.280603566454889,,,,True
60,2032.9444444444443,9.923676878082729,7.280603566454889,,True,,
61,2066.266666666667,13.497659839546202,8.277770672356898,,,,
62,2099.588888888889,35.11850219235741,20.032553534610344,,,,
63,2132.9111111111115,57.69655195216363,43.22244986955115,True,,,
64,2166.2333333333336,44.963578470231425,44.66987155372582,,,True,
65,2199.5555555555557,16.190395057167958,10.16998820460027,,,,
66,2232.8777777777777,7.553813697452077,8.463116867123082,,True,,True
67,2266.3111111111116,8.627793023406563,9.334808306485973,,,,
68,2299.633333333333,17.43094371216305,9.152989384140243,,,,
69,2332.9555555555553,51.69116779862134,31.72726641621098,,,,
70,2366.277777777778,73.20133821183117,55.0707443680027,True,,,
71,2399.6,71.14660390294479,73.65346713689462,,,True,
72,2432.9222222222224,39.82946994778497,56.00884983891583,,,,
73,2466.2444444444445,11.095008043067937,12.559008982583206,,,,
74,2499.566666666667,7.7056643356043635,10.029176034423845,,True,,
75,2532.888888888889,9.536696911390488,9.167103485637556,,,,True
76,2566.211111111111,24.966306041627956,9.279243477677605,,,,
77,2599.5333333333333,60.10610940765129,31.085080936252414,,,,
78,2632.8555555555554,86.85510252240873,55.42876823209365,True,,,
79,2666.177777777778,82.45684364833554,61.63130325979444,,,True,
80,2699.5,55.74328247342796,22.42591937128349,,,,
81,2732.8222222222225,18.798061742412226,10.029176034423845,,,,
82,2766.1444444444446,8.761048677637476,10.47064370927648,,True,,
83,2799.466666666667,10.777185116911134,8.778060820071419,,,,True
84,2832.7888888888892,32.5146878190171,26.250589475179098,,,,
85,2866.111111111111,64.33529115991801,48.01753226553286,,,,
86,2899.4333333333334,73.15582052547816,56.863331645309145,True,,True,
87,2932.866666666667,46.12736201464509,18.55848695535521,,,,
88,2966.188888888889,12.272550509872781,9.34864791127807,,,,
89,2999.5111111111114,10.211379264015703,7.280603566454889,,True,,True
90,3032.8333333333335,11.095008043067937,7.778545246239784,,,,
91,3066.1555555555556,23.14829565217037,15.058796008617225,,,,
92,3099.477777777778,49.86295483648501,42.49546334641655,,,,
93,3132.8,64.17978007823537,63.83642539506202,True,,True,
94,3166.1222222222227,49.47223271980358,57.837197707813104,,,,
95,3199.4444444444443,22.326651400973535,19.562362901815362,,,,
96,3232.766666666667,10.111614617904907,8.70410785260911,,True,,
97,3266.088888888889,10.394116310394276,8.644489973910229,,,,True
98,3299.411111111111,29.722345351248038,12.225154960902088,,,,
99,3332.7333333333336,60.621927574303015,37.20395198824267,,,,
100,3366.0555555555557,72.16121624263423,60.10841595237964,True,,True,
101,3399.377777777778,46.48390127216181,32.93098086842715,,,,
102,3432.7000000000003,15.495672236913743,10.917945353598778,,,,
103,3466.0222222222224,9.14917801572932,10.482983894713154,,True,,
104,3499.3444444444444,10.57369572450611,9.820754834848149,,,,True
105,3532.6666666666665,31.242667496013738,12.372324636903475,,,,
106,3565.988888888889,62.638116760106335,37.79351526027178,,,,
107,3599.311111111111,69.9498113240648,60.43446499420124,True,,True,
108,3632.6333333333337,43.86141033342822,38.809533138648824,,,,
109,3665.9555555555557,14.491126901327714,10.917945353598778,,,,
110,3699.2777777777783,10.111614617904907,10.23335323013576,,True,,
