,time,r,l,r_peak,r_trough,l_peak,l_trough
1,33.333333333333336,98.40012740296449,99.3406153061198,,,,
2,66.66666666666667,100.0,99.3406153061198,,,,
3,100.0,100.0,99.37051241470613,,,,
4,133.33333333333334,98.93051203262837,100.0,,,,
5,166.66666666666669,97.33068784655161,98.19778052080827,,,,
6,200.0,92.55067628531579,93.56624027328006,,,,
7,233.33333333333334,83.02612327529962,87.9026032988567,,,,
8,266.6666666666667,66.26175768785848,79.35579028997918,,,,
9,300.00000000000006,44.057829779554346,45.672687200954634,,,,
10,333.33333333333337,28.346885128399897,28.968093706571757,,,,
11,366.6666666666667,15.01119589798478,15.41543144096893,,,,
12,400.0,10.28615456297695,10.376829860337578,,,,
13,433.33333333333337,10.28615456297695,8.617488151123515,,,,True
14,466.6666666666667,10.174345214475615,8.872247074830561,,True,,
15,500.0,12.310908930539009,21.283625687650133,,,,
16,533.3333333333334,28.876592462094703,33.152138846752585,,,,
17,566.6666666666666,52.09371024260173,46.286421266961845,,,,
18,600.0000000000001,63.81718958099444,54.406318815973044,,,,
19,633.3333333333334,76.05515509878586,66.44413078644446,,,,
20,666.6666666666667,87.20552802325818,77.39444741144725,,,,
21,700.0000000000001,88.31339935466309,82.0971230962102,True,,True,
22,733.3333333333334,85.66715754367486,79.67332679090781,,,,
23,766.6666666666667,83.59248618188153,81.02272162716005,,,,
24,800.0,62.17854134440171,60.00767315656582,,,,
25,833.3333333333334,46.52647215090851,40.8763354005954,,,,
26,866.6666666666667,30.02239179596956,38.48072731346171,,,,
27,900.0,11.34379685972639,29.652174424340107,,,,
28,933.3333333333334,10.506204166763032,17.10522557632408,,True,,
29,966.6666666666666,11.543702936882761,26.30804954693352,,,,
30,1000.0,13.633547078730295,30.467421542270813,,,,
31,1033.3333333333335,25.69035384754606,24.646618726395094,,,,
32,1066.6666666666667,37.447895361807475,29.87672081165778,,,,
33,1100.0,49.31906936849397,40.511360813580026,,,,
34,1133.3333333333333,60.358285898291754,43.30234204263718,,,,
35,1166.6666666666667,62.01736729460422,34.66330380852816,,,,
36,1200.0000000000002,63.07803900614943,37.284954473495056,True,,,
37,1233.3333333333335,62.48133836350335,39.46207432040028,,,,
38,1266.6666666666667,55.05605846698892,27.750452754872324,,,,
39,1300.0,45.53874749695746,21.283625687650133,,,,
40,1333.3333333333335,32.094014026691006,16.732135388856477,,,,
41,1366.6666666666667,11.34379685972639,12.428318157831683,,,,
42,1400.0000000000002,10.28615456297695,10.968271755217494,,True,,True
43,1433.3333333333333,10.906837662984238,13.460946807888376,,,,
44,1466.6666666666667,12.878526638724223,21.97037012036671,,,,
45,1500.0,22.459571914962545,31.22576291648168,,,,
46,1533.3333333333335,35.30981388821146,35.842950006957395,,,,
47,1566.666666666667,43.58144437021722,42.392436462664556,,,,
48,1600.0,53.54464382082272,52.06275275346596,,,,
49,1633.3333333333335,62.36223019760245,57.1944188241381,,,,
50,1666.6666666666667,63.543265890077784,57.936187413143514,,,,
51,1700.0000000000002,64.73809446559069,59.8589857346154,True,,True,
52,1733.3333333333335,63.67812971188057,59.11621995489506,,,,
53,1766.6666666666667,49.504262488954936,45.964424861938134,,,,
54,1800.0,33.30949485976049,34.43762186178112,,,,
55,1833.3333333333335,11.837233753938534,8.617488151123515,,,,True
56,1866.6666666666667,12.677112419496005,10.900356106825443,,,,
57,1900.0000000000002,11.518904405691694,11.97179714692308,,True,,
58,1933.3333333333333,11.518904405691694,10.376829860337578,,,,
59,1966.6666666666667,13.882961910137958,14.675053522927511,,,,
60,2000.0,27.991583358557502,23.662812794383655,,,,
61,2033.3333333333337,38.27119040309418,30.148895318160353,,,,
62,2066.666666666667,47.209824348464466,39.76202789496426,,,,
63,2100.0,53.09952563379073,46.286421266961845,,,,
64,2133.3333333333335,55.2116576236076,50.55756256027617,,,,
65,2166.666666666667,55.660435428244426,55.272974749960646,True,,True,
66,2200.0,54.95728447583079,52.16962132864049,,,,
67,2233.3333333333335,50.759177867972085,48.32713170666162,,,,
68,2266.6666666666665,35.09047092241372,35.37371297002349,,,,
69,2300.0000000000005,13.633547078730295,10.412550550693192,,,,
70,2333.3333333333335,10.748376392809215,9.825448215994038,,True,,
71,2366.6666666666665,10.748376392809215,8.129722062342058,,,,True
72,2400.0000000000005,11.34379685972639,9.825448215994038,,,,
73,2433.3333333333335,10.748376392809215,13.15402477346676,,True,,
74,2466.666666666667,24.353229409482033,26.052763243035344,,,,
75,2500.0,38.87170483346459,32.51888824936823,,,,
76,2533.3333333333335,44.92550947068969,37.095258736178074,,,,
77,2566.666666666667,53.282312837466925,46.8604394683584,,,,
78,2600.0,63.67812971188057,55.21248263324752,,,,
79,2633.3333333333335,65.79836792518891,57.36943473819753,,,,
80,2666.666666666667,67.91978312858843,57.83997446978755,,,,
81,2700.0,74.29008210848501,62.39204251073862,,,,
82,2733.3333333333335,76.3029046437781,60.94702883470534,,,,
83,2766.666666666667,76.41525253968254,57.83997446978755,,,,
84,2800.0000000000005,76.88904022498944,59.51684271748439,,,,
85,2833.3333333333335,77.36731887762232,62.86042665516413,,,,
86,2866.6666666666665,78.43187157460943,64.77462670647829,True,,,
87,2900.0000000000005,78.33701928347917,68.35574986807426,,,True,
88,2933.3333333333335,75.0559794899239,67.420486912713,,,,
89,2966.666666666667,70.87830859778317,63.337072334592634,,,,
90,3000.0,55.51639709140774,52.82035217078466,,,,
91,3033.3333333333335,31.663443188382,28.64585794637741,,,,
92,3066.666666666667,15.736608116154821,17.061756063671655,,,,
93,3100.0,10.906837662984238,11.035769449249875,,,,
94,3133.333333333334,10.28615456297695,9.825448215994038,,True,,
95,3166.666666666667,11.34379685972639,7.944931511947793,,,,True
96,3200.0,11.813051432963864,11.23582989632195,,,,
97,3233.3333333333335,26.33889688799671,28.135801884618104,,,,
98,3266.666666666667,47.209824348464466,38.586721754987444,,,,
99,3300.0000000000005,61.559190103413165,49.81027423113767,,,,
100,3333.3333333333335,73.00878782584893,62.86042665516413,,,,
101,3366.6666666666665,79.82322476507643,75.1452872688814,,,,
102,3400.0000000000005,83.53088774754211,81.02272162716005,,,,
103,3433.3333333333335,88.79455166235427,86.17919014759751,,,,
104,3466.666666666667,89.31794426254022,86.9469964239017,True,,True,
105,3500.0000000000005,86.17636251377306,79.28557426948448,,,,
106,3533.3333333333335,84.09385118922361,79.97103292588528,,,,
107,3566.666666666667,80.32675619579037,75.83879187191548,,,,
108,3600.0,67.01699962315632,53.601884647133815,,,,
109,3633.333333333334,47.252205731855454,35.16315328406508,,,,
110,3666.666666666667,20.655542004483905,25.85246445337055,,,,
111,3700.0,14.5468192876279,9.825448215994038,,,,True
112,3733.3333333333335,13.207393012904248,11.59364458153281,,,,
113,3766.666666666667,13.054953032645761,13.625445133531802,,,,
114,3800.0000000000005,12.856303107689909,25.82372351679929,,True,,
115,3833.3333333333335,29.532628582409657,36.00831628286455,,,,
