,time,r,l,r_peak,l_peak
1,40.455555555555556,11.2364726535166,13.996178117306904,,
2,73.76666666666668,51.30110570456387,54.13214489608801,True,
3,107.07777777777778,33.455387076159035,56.98921716199563,,True
4,140.36666666666667,7.616467580157519,19.34484900234515,,
5,173.6777777777778,6.531067068904012,16.437677572823702,,
6,206.98888888888888,8.312691263051116,16.923624866658976,,
7,240.28888888888892,31.88873336266549,43.25639738371274,,
8,273.6,66.60407685784959,69.35063765379796,True,True
9,306.90000000000003,39.18640241342408,39.53594638390769,,
10,340.2111111111111,9.236323625612352,12.995125143397795,,
11,373.52222222222224,8.363846769039759,17.742034529505055,,
12,406.83333333333337,8.713530281359557,18.741836014236828,,
13,440.1333333333334,24.085385278128836,55.80343391730461,,
14,473.44444444444446,63.41528236850718,73.01363998517972,True,True
15,506.75555555555565,53.95942158339675,64.97562571698896,,
16,540.0555555555557,9.236323625612352,21.432109433739583,,
17,573.3777777777777,10.531029216185773,8.136235295091168,,
18,606.6555555555556,7.446562171638613,22.924520486956236,,
19,639.9666666666667,8.312691263051116,59.18705321525868,,
20,673.2777777777778,52.199530565881645,83.4363948846886,,True
21,706.5777777777779,64.68724383865069,69.75852897120096,True,
22,739.9,21.10252351949819,30.8835922664128,,
23,773.1888888888889,19.418258407935003,12.355623936219606,,
24,806.5,16.13054574578885,9.584730719011246,,
25,839.8111111111111,19.01875438235297,18.59710924592267,,
26,873.1222222222223,33.87351645274305,58.68273915410287,,
27,906.4222222222222,69.22931093038254,88.58825515628294,,
28,939.7222222222223,83.25509607231199,97.42011186137292,True,True
29,973.0333333333334,59.62975110796984,95.63564559826825,,
30,1006.3333333333333,5.541794175367411,67.26405318281768,,
31,1039.6444444444446,5.6182363267583,6.575071029129481,,
32,1072.9666666666667,6.531067068904012,6.777428087259866,,
33,1106.2888888888888,8.312691263051116,4.190801935098727,,
34,1139.5777777777778,40.23900613511114,31.188300344154708,,
35,1172.888888888889,77.69499688218087,70.93957759444704,,
36,1206.2000000000003,100.0,92.18298825394031,True,
37,1239.5444444444445,89.96767130600425,100.0,,True
38,1272.8111111111111,32.73361432701993,84.00923766449417,,
39,1306.1111111111113,5.84156397267187,60.89710316375342,,
40,1339.4222222222222,15.035645526886066,52.71601895456186,,
41,1372.7333333333333,25.762555475546467,62.86202902648091,,
42,1406.0444444444445,73.7345613093295,82.03208129460029,True,
43,1439.3444444444444,62.81379170145141,80.15790954133774,,
44,1472.6333333333334,7.446562171638613,17.703920555238863,,
45,1505.9555555555557,13.448290193483157,5.198050057359118,,
46,1539.2555555555557,11.122006449814489,5.198050057359118,,
47,1572.5777777777778,13.12728234313678,10.460873950831502,,
48,1605.877777777778,56.711327917908896,51.260786160420736,,
49,1639.188888888889,74.95662170448036,83.53348924828278,True,True
50,1672.5,44.583802068993016,82.32798956273481,,
51,1705.8,4.618161812806176,51.78520683150744,,
52,1739.1000000000001,4.709619440085544,4.792365359505623,,
53,1772.4111111111113,8.261218995622615,9.584730719011246,,
54,1805.7,20.838095912433037,19.48402237227458,,
55,1839.0111111111112,60.270108046226134,61.77811968109803,,
56,1872.3222222222223,81.64095074633022,80.9461745032568,True,True
57,1905.6222222222223,36.29299337843563,64.55844242635209,,
