,time,r,l,r_peak,l_peak
1,33.333333333333336,89.68574307404991,94.09178373356808,,
2,66.66666666666667,91.21087250734926,96.33672840021417,,
3,100.0,94.36207261738306,98.1668780868714,,
4,133.33333333333334,96.29918949363065,98.88151175804248,,
5,166.66666666666669,99.92233223981516,99.63044283528558,,
6,200.0,100.0,99.9943895870692,,
7,233.33333333333334,99.25970261046542,99.6219958788769,,
8,266.6666666666667,99.1814551343246,100.0,,
9,300.00000000000006,98.44063547861766,98.87016367609107,,
10,333.33333333333337,95.32246235092089,89.99424930433916,,
11,366.6666666666667,88.15310024950375,83.07162473287595,,
12,400.0,76.58306623236324,68.53602305972466,,
13,433.33333333333337,49.80204818962649,44.14751156154213,,
14,466.6666666666667,28.22440821187046,26.1298316122963,,
15,500.0,19.568334836372873,21.875895368442787,,
16,533.3333333333334,19.42612121599177,20.66253728701698,,
17,566.6666666666666,16.221467394672846,20.126113646293476,,
18,600.0000000000001,15.060302098329345,19.596479076654173,,
19,633.3333333333334,16.53466838376058,19.596479076654173,,
20,666.6666666666667,16.049624969650715,20.13308131610453,,
21,700.0000000000001,16.450607501728694,20.682891129371598,,
22,733.3333333333334,15.549458664916266,21.773070379102357,,
23,766.6666666666667,21.512218485232626,34.42624702655463,,
24,800.0,36.893813477277725,45.00335823599838,,
25,833.3333333333334,48.82367826868336,57.73016809068392,,
26,866.6666666666667,58.66011667891685,72.84352885799242,,
27,900.0,66.94912205437335,83.65711734383397,,True
28,933.3333333333334,71.34212748653299,81.11539746365047,,
29,966.6666666666666,70.89180584038782,70.88798130553198,,
30,1000.0,71.89190400621413,69.171572509077,True,
31,1033.3333333333335,66.44192443071918,62.615709603253,,
32,1066.6666666666667,48.318459269407754,44.96906283175884,,
33,1100.0,32.1251538439389,33.16036922652511,,
34,1133.3333333333333,17.70093688212355,24.155052823427603,,
35,1166.6666666666667,19.33312139045081,19.32984788971541,,
36,1200.0000000000002,19.71655518027687,20.682891129371598,,
37,1233.3333333333335,20.64400547070247,20.66253728701698,,
38,1266.6666666666667,19.080484345278265,20.682891129371598,,
39,1300.0,20.32591784803079,21.875895368442787,,
40,1333.3333333333335,22.49512786721546,30.599863575148422,,
41,1366.6666666666667,27.913236272148833,38.60887072778928,,
42,1400.0000000000002,39.59100483620123,48.95897959022061,,
43,1433.3333333333333,47.332856232002726,63.035414579917116,,
44,1466.6666666666667,54.17544195502024,73.89303899051774,,
45,1500.0,60.307911800223955,79.09308091001796,,True
46,1533.3333333333335,60.87307844123766,76.88462627368519,,
47,1566.666666666667,62.130928869573765,78.02723447461479,True,
48,1600.0,61.68078807341513,78.73583923214314,,
49,1633.3333333333335,58.978315527671946,76.09984420835197,,
50,1666.6666666666667,48.81515879589458,60.965517302655314,,
51,1700.0000000000002,32.3316379440439,44.41673516988661,,
52,1733.3333333333335,22.988915284999152,31.503241202915877,,
53,1766.6666666666667,17.43260576609028,22.994925207922755,,
54,1800.0,16.357641598116555,21.740837836812073,,
55,1833.3333333333335,17.38482329403795,21.71501735521138,,
56,1866.6666666666667,17.27281682372407,20.76410698290977,,
57,1900.0000000000002,17.598822793142233,21.244883119646175,,
58,1933.3333333333333,19.71655518027687,30.11474404997009,,
59,1966.6666666666667,27.32087218303643,41.21972698176688,,
60,2000.0,30.58195200048987,47.6935856440673,,
61,2033.3333333333337,41.66239175815002,57.883025255700915,,
62,2066.666666666667,47.03314800172796,66.18525161398911,,
63,2100.0,55.57757931836568,75.14094211973836,,
64,2133.3333333333335,61.329147913138,78.82129783823042,,
65,2166.666666666667,59.51185503796378,78.77501926811408,,
66,2200.0,59.51185503796378,82.5142783523513,,
67,2233.3333333333335,61.86034099839366,85.05377131709031,True,True
68,2266.6666666666665,55.57757931836568,79.522827243103,,
69,2300.0000000000005,42.7950405980885,70.14409536690833,,
70,2333.3333333333335,33.80324078780338,63.355010308589144,,
71,2366.6666666666665,29.436220168565853,54.513781407274884,,
72,2400.0000000000005,23.097212266285876,31.036766542988452,,
73,2433.3333333333335,22.861920437101723,23.13478720881548,,
74,2468.333333333334,23.38948041877723,23.26778159384832,,
75,2501.666666666667,25.737425742997967,23.685978018946507,,
76,2535.0,27.10690718294539,23.45390279670089,,
77,2568.3333333333335,28.49815325010196,37.51443194292181,,
78,2601.666666666667,38.09187926277907,55.24471936433611,,
79,2635.0000000000005,47.30941832205762,59.22915492919639,,
80,2668.3333333333335,49.379906398943184,61.01840782796266,,
81,2701.6666666666665,52.414329035649345,64.10547705368221,,
82,2735.0000000000005,56.98900879336022,68.49303386855199,,
83,2768.3333333333335,60.35157405847084,69.98394882152172,,
84,2801.666666666667,61.86034099839366,69.98394882152172,,
85,2835.0,61.86034099839366,73.64777704028221,,
86,2868.3333333333335,66.3145188975152,81.41398169951373,,
87,2901.666666666667,69.66876136003343,82.47687464318382,True,True
88,2935.0,66.8268328793149,76.9283956930132,,
89,2968.333333333334,57.93239581100682,70.72951909482272,,
90,3001.666666666667,50.42176199723553,70.06006407499879,,
91,3035.0,42.53508350423269,59.19836254087699,,
92,3068.3333333333335,23.759971674769705,32.26861369115841,,
93,3101.666666666667,19.674320454488466,26.145929672112068,,
94,3135.0000000000005,21.512218485232626,24.728887048111947,,
95,3168.3333333333335,22.371527328110055,24.414947304543652,,
96,3201.6666666666665,25.2150050283624,24.455127096892024,,
97,3235.0000000000005,27.38169794778645,26.719001073647703,,
98,3268.3333333333335,29.605287277752957,41.32846841254616,,
99,3301.666666666667,37.16338825871715,54.86257468475848,,
100,3335.0000000000005,47.81370103779803,56.84881448130732,,
101,3368.3333333333335,53.19410868124207,56.84881448130732,,
102,3401.666666666667,58.40905676436786,60.5916762439242,,
